Time [s],0.5mV,1mV,1.5mV,2mV,2.5mV,3mV,3.5mV,4mV,4.5mV,5mV
1.0016,1.704484723,1.908984446,2.11348417,2.317983893,2.522483616,2.726983339,2.931483062,3.135982785,3.340482508,3.544982231
1.0017,1.708439184,1.916893367,2.12534755,2.333801734,2.542255917,2.750710101,2.959164284,3.167618467,3.376072651,3.584526834
1.0018,1.71157097,1.923156941,2.134742911,2.346328881,2.557914851,2.769500822,2.981086792,3.192672762,3.404258732,3.615844703
1.0019,1.713867724,1.927750448,2.141633172,2.355515896,2.56939862,2.783281344,2.997164068,3.211046792,3.424929516,3.63881224
1.002,1.71532038,1.930655761,2.145991141,2.361326521,2.576661901,2.791997281,3.007332662,3.222668042,3.438003422,3.653338802
1.0021,1.715923206,1.931861412,2.147799619,2.363737825,2.579676031,2.795614237,3.011552443,3.227490649,3.443428855,3.659367062
1.0022,1.715673823,1.931362645,2.147051468,2.362740291,2.578429113,2.794117936,3.009806758,3.225495581,3.441184404,3.656873226
1.0023,1.714573214,1.929161428,2.143749642,2.358337856,2.572926069,2.787514283,3.002102497,3.216690711,3.431278925,3.645867139
1.0024,1.712625724,1.925266447,2.13790717,2.350547894,2.563188617,2.775829341,2.988470064,3.201110788,3.413751511,3.626392234
1.0025,1.709839037,1.919693075,2.129547112,2.339401149,2.549255186,2.759109223,2.968963261,3.178817298,3.388671335,3.598525372
1.0026,1.706224153,1.912463306,2.118702459,2.324941612,2.531180765,2.737419918,2.943659071,3.149898224,3.356137377,3.56237653
1.0027,1.701795337,1.903605674,2.105416011,2.307226348,2.509036686,2.710847023,2.91265736,3.114467697,3.316278034,3.518088371
1.0028,1.696570068,1.893155136,2.089740204,2.286325272,2.48291034,2.679495408,2.876080476,3.072665544,3.269250612,3.46583568
1.0029,1.690568968,1.881152935,2.071736902,2.26232087,2.452904837,2.643488804,2.834072772,3.024656739,3.215240706,3.405824674
1.003,1.683815719,1.867646438,2.051477157,2.235307876,2.419138595,2.602969314,2.786800033,2.970630751,3.15446147,3.338292189
1.0031,1.676336975,1.852688949,2.029040924,2.205392899,2.381744873,2.558096848,2.734448822,2.910800797,3.087152772,3.263504746
1.0032,1.66816225,1.836339499,2.004516749,2.172693999,2.340871248,2.509048498,2.677225748,2.845402997,3.013580247,3.181757497
1.0033,1.659323806,1.818662612,1.978001418,2.137340224,2.29667903,2.456017836,2.615356641,2.774695447,2.934034253,3.093373059
1.0034,1.649856525,1.799728049,1.949599574,2.099471099,2.249342624,2.399214148,2.549085673,2.698957198,2.848828722,2.998700247
1.0035,1.639797769,1.779610538,1.919423307,2.059236076,2.199048845,2.338861614,2.478674383,2.618487152,2.758299921,2.89811269
1.0036,1.629187236,1.758389473,1.887591709,2.016793945,2.145996181,2.275198418,2.404400654,2.53360289,2.662805126,2.792007363
1.0037,1.618066801,1.736148603,1.854230404,1.972312205,2.090394006,2.208475808,2.326557609,2.44463941,2.562721211,2.680803013
1.0038,1.606480352,1.712975703,1.819471054,1.925966406,2.032461757,2.138957108,2.24545246,2.351947811,2.458443162,2.564938514
1.0039,1.594473613,1.688962226,1.783450839,1.877939452,1.972428065,2.066916678,2.161405291,2.255893904,2.350382517,2.44487113
1.004,1.582093971,1.664202942,1.746311914,1.828420885,1.910529856,1.992638827,2.074747798,2.156856769,2.238965741,2.321074712
1.0041,1.569390283,1.638795566,1.708200848,1.777606131,1.847011414,1.916416697,1.98582198,2.055227262,2.124632545,2.194037828
1.0042,1.556412684,1.612840367,1.66926805,1.725695734,1.782123417,1.838551101,1.894978784,1.951406468,2.007834151,2.064261835
1.0043,1.54321239,1.58643978,1.62966717,1.672894559,1.716121949,1.759349339,1.802576729,1.845804119,1.889031509,1.932258898
1.0044,1.529841498,1.559697995,1.589554492,1.61941099,1.649267487,1.679123985,1.708980482,1.73883698,1.768693477,1.798549975
1.0045,1.516352775,1.53272055,1.549088325,1.565456101,1.581823876,1.598191651,1.614559426,1.630927201,1.647294976,1.663662751
1.0046,1.502799457,1.505613913,1.50842837,1.511242827,1.514057283,1.51687174,1.519686197,1.522500653,1.52531511,1.528129567
1.0047,1.489235031,1.478485062,1.467735093,1.456985123,1.446235154,1.435485185,1.424735216,1.413985247,1.403235277,1.392485308
1.0048,1.47571303,1.451441061,1.427169091,1.402897121,1.378625151,1.354353181,1.330081211,1.305809242,1.281537272,1.257265302
1.0049,1.46228682,1.42458864,1.38689046,1.34919228,1.3114941,1.27379592,1.23609774,1.19839956,1.16070138,1.1230032
1.005,1.449009387,1.398033775,1.347058162,1.296082549,1.245106936,1.194131323,1.143155711,1.092180098,1.041204485,0.990228872
1.0051,1.435933132,1.371881264,1.307829396,1.243777528,1.17972566,1.115673792,1.051621923,0.987570055,0.923518187,0.859466319
1.0052,1.42310966,1.34623432,1.26935898,1.19248364,1.1156083,1.038732961,0.961857621,0.884982281,0.808106941,0.731231601
1.0053,1.41058958,1.32119416,1.23179874,1.14240332,1.053007901,0.963612481,0.874217061,0.784821641,0.695426221,0.606030801
1.0054,1.398422303,1.296859606,1.195296909,1.093734212,0.992171515,0.890608818,0.789046121,0.687483424,0.585920727,0.48435803
1.0055,1.386655848,1.273326695,1.159997542,1.04666839,0.933339237,0.820010085,0.706680932,0.59335178,0.480022627,0.366693474
1.0056,1.37533665,1.250688301,1.126039951,1.001391601,0.876743252,0.752094902,0.627446552,0.502798202,0.378149853,0.253501503
1.0057,1.364509383,1.229033767,1.09355815,0.958082533,0.822606916,0.687131299,0.551655683,0.416180066,0.280704449,0.145228832
1.0058,1.354216777,1.208448553,1.06268033,0.916912106,0.771143883,0.625375659,0.479607436,0.333839212,0.188070989,0.042302765
1.0059,1.344499451,1.189013901,1.033528351,0.878042802,0.722557252,0.567071703,0.411586153,0.256100603,0.100615054,-0.054870496
1.006,1.335395755,1.17080651,1.006217264,0.841628019,0.677038774,0.512449529,0.347860283,0.183271038,0.018681793,-0.145907453
1.0061,1.326941618,1.153898235,0.980854853,0.807811471,0.634768088,0.461724706,0.288681323,0.115637941,-0.057405441,-0.230448824
1.0062,1.319170404,1.138355807,0.957541211,0.776726615,0.595912018,0.415097422,0.234282826,0.053468229,-0.127346367,-0.308160963
1.0063,1.312112782,1.124240565,0.936368347,0.748496129,0.560623912,0.372751694,0.184879476,-0.002992741,-0.190864959,-0.378737177
1.0064,1.305796607,1.111608214,0.91741982,0.723231427,0.529043034,0.334854641,0.140666248,-0.053522146,-0.247710539,-0.441898932
1.0065,1.300246804,1.100508608,0.900770413,0.701032217,0.501294021,0.301555825,0.101817629,-0.097920567,-0.297658763,-0.497396959
1.0066,1.295485277,1.090985554,0.886485831,0.681986108,0.477486384,0.272986661,0.068486938,-0.136012785,-0.340512508,-0.545012231
1.0067,1.291530817,1.083076633,0.87462245,0.666168267,0.457714083,0.2492599,0.040805716,-0.167648467,-0.376102651,-0.584556834
1.0068,1.28839903,1.07681306,0.865227089,0.653641119,0.442055149,0.230469179,0.018883208,-0.192702762,-0.404288732,-0.615874702
1.0069,1.286102276,1.072219552,0.858336828,0.644454104,0.43057138,0.216688657,0.002805933,-0.211076791,-0.424959515,-0.638842239
1.007,1.28464962,1.06931424,0.853978859,0.638643479,0.423308099,0.207972719,-0.007362661,-0.222698042,-0.438033422,-0.653368802
1.0071,1.284046794,1.068108588,0.852170382,0.636232176,0.420293969,0.204355763,-0.011582443,-0.227520649,-0.443458855,-0.659397061
1.0072,1.284296178,1.068607355,0.852918532,0.63722971,0.421540887,0.205852064,-0.009836758,-0.225525581,-0.441214403,-0.656903226
1.0073,1.285396786,1.070808572,0.856220359,0.641632145,0.427043931,0.212455717,-0.002132497,-0.216720711,-0.431308924,-0.645897138
1.0074,1.287344277,1.074703553,0.86206283,0.649422106,0.436781383,0.22414066,0.011499936,-0.201140787,-0.413781511,-0.626422234
1.0075,1.290130963,1.080276926,0.870422888,0.660568851,0.450714814,0.240860777,0.03100674,-0.178847298,-0.388701335,-0.598555372
1.0076,1.293745847,1.087506694,0.881267541,0.675028388,0.468789235,0.262550082,0.056310929,-0.149928224,-0.356167377,-0.56240653
1.0077,1.298174663,1.096364326,0.894553989,0.692743652,0.490933315,0.289122978,0.087312641,-0.114497696,-0.316308033,-0.518118371
1.0078,1.303399932,1.106814864,0.910229796,0.713644728,0.51705966,0.320474593,0.123889525,-0.072695543,-0.269280611,-0.465865679
1.0079,1.309401033,1.118817065,0.928233098,0.737649131,0.547065163,0.356481196,0.165897229,-0.024686739,-0.215270706,-0.405854673
1.008,1.316154281,1.132323562,0.948492843,0.764662124,0.580831406,0.397000687,0.213169968,0.029339249,-0.15449147,-0.338322189
1.0081,1.323633026,1.147281051,0.970929076,0.794577102,0.618225127,0.441873152,0.265521178,0.089169203,-0.087182771,-0.263534746
1.0082,1.331807751,1.163630501,0.995453251,0.827276002,0.659098752,0.490921502,0.322744253,0.154567003,-0.013610247,-0.181787496
1.0083,1.340646194,1.181307388,1.021968582,0.862629777,0.703290971,0.543952165,0.384613359,0.225274553,0.065935747,-0.093403059
1.0084,1.350113475,1.200241951,1.050370426,0.900498901,0.750627377,0.600755852,0.450884327,0.301012803,0.151141278,0.001269753
1.0085,1.360172231,1.220359462,1.080546693,0.940733924,0.800921155,0.661108386,0.521295617,0.381482848,0.241670079,0.10185731
1.0086,1.370782764,1.241580528,1.112378291,0.983176055,0.853973819,0.724771583,0.595569346,0.46636711,0.337164874,0.207962638
1.0087,1.381903199,1.263821398,1.145739596,1.027657795,0.909575994,0.791494193,0.673412391,0.55533059,0.437248789,0.319166988
1.0088,1.393489649,1.286994297,1.180498946,1.074003595,0.967508243,0.861012892,0.754517541,0.648022189,0.541526838,0.435031487
1.0089,1.405496387,1.311007774,1.216519161,1.122030548,1.027541935,0.933053322,0.83856471,0.744076097,0.649587484,0.555098871
1.009,1.417876029,1.335767058,1.253658087,1.171549116,1.089440144,1.007331173,0.925222202,0.843113231,0.76100426,0.678895289
1.0091,1.430579717,1.361174435,1.291769152,1.222363869,1.152958586,1.083553304,1.014148021,0.944742738,0.875337455,0.805932172
1.0092,1.443557317,1.387129633,1.33070195,1.274274266,1.217846583,1.1614189,1.104991216,1.048563533,0.992135849,0.935708166
1.0093,1.45675761,1.413530221,1.370302831,1.327075441,1.283848051,1.240620661,1.197393271,1.154165882,1.110938492,1.067711102
1.0094,1.470128503,1.440272005,1.410415508,1.38055901,1.350702513,1.320846015,1.290989518,1.261133021,1.231276523,1.201420026
1.0095,1.483617225,1.46724945,1.450881675,1.4345139,1.418146125,1.401778349,1.385410574,1.369042799,1.352675024,1.336307249
1.0096,1.497170544,1.494356087,1.49154163,1.488727174,1.485912717,1.48309826,1.480283804,1.477469347,1.47465489,1.471840434
1.0097,1.510734969,1.521484939,1.532234908,1.542984877,1.553734846,1.564484815,1.575234784,1.585984754,1.596734723,1.607484692
1.0098,1.52425697,1.54852894,1.57280091,1.597072879,1.621344849,1.645616819,1.669888789,1.694160759,1.718432728,1.742704698
1.0099,1.53768318,1.57538136,1.61307954,1.65077772,1.6884759,1.72617408,1.763872261,1.801570441,1.839268621,1.876966801
1.01,1.550960613,1.601936226,1.652911839,1.703887451,1.754863064,1.805838677,1.85681429,1.907789903,1.958765515,2.009741128
1.0101,1.564036868,1.628088736,1.692140604,1.756192473,1.820244341,1.884296209,1.948348077,2.012399945,2.076451813,2.140503681
1.0102,1.57686034,1.65373568,1.73061102,1.80748636,1.8843617,1.96123704,2.03811238,2.11498772,2.19186306,2.268738399
1.0103,1.58938042,1.67877584,1.76817126,1.85756668,1.9469621,2.03635752,2.12575294,2.215148359,2.304543779,2.393939199
1.0104,1.601547697,1.703110394,1.804673091,1.906235788,2.007798485,2.109361182,2.210923879,2.312486576,2.414049273,2.51561197
1.0105,1.613314153,1.726643305,1.839972458,1.95330161,2.066630763,2.179959916,2.293289068,2.406618221,2.519947373,2.633276526
1.0106,1.62463335,1.7492817,1.873930049,1.998578399,2.123226749,2.247875098,2.372523448,2.497171798,2.621820148,2.746468497
1.0107,1.635460617,1.770936234,1.90641185,2.041887467,2.177363084,2.312838701,2.448314318,2.583789934,2.719265551,2.854741168
1.0108,1.645753224,1.791521447,1.937289671,2.083057894,2.228826118,2.374594341,2.520362564,2.666130788,2.811899011,2.957667235
1.0109,1.65547055,1.810956099,1.966441649,2.121927198,2.277412748,2.432898298,2.588383847,2.743869397,2.899354946,3.054840496
1.011,1.664574245,1.829163491,1.993752736,2.158341981,2.322931226,2.487520472,2.652109717,2.816698962,2.981288208,3.145877453
1.0111,1.673028383,1.846071765,2.019115147,2.19215853,2.365201912,2.538245295,2.711288677,2.884332059,3.057375442,3.230418824
1.0112,1.680799596,1.861614193,2.042428789,2.223243386,2.404057982,2.584872578,2.765687175,2.946501771,3.127316367,3.308130964
1.0113,1.687857218,1.875729436,2.063601653,2.251473871,2.439346089,2.627218306,2.815090524,3.002962742,3.190834959,3.378707177
1.0114,1.694173393,1.888361787,2.08255018,2.276738573,2.470926966,2.665115359,2.859303753,3.053492146,3.247680539,3.441868932
1.0115,1.699723196,1.899461392,2.099199588,2.298937784,2.49867598,2.698414175,2.898152371,3.097890567,3.297628763,3.497366959
1.0116,1.704484723,1.908984446,2.11348417,2.317983893,2.522483616,2.726983339,2.931483062,3.135982785,3.340482508,3.544982231
1.0117,1.708439184,1.916893367,2.12534755,2.333801734,2.542255917,2.750710101,2.959164284,3.167618467,3.376072651,3.584526834
1.0118,1.71157097,1.923156941,2.134742911,2.346328881,2.557914851,2.769500822,2.981086792,3.192672762,3.404258732,3.615844703
1.0119,1.713867724,1.927750448,2.141633172,2.355515896,2.56939862,2.783281344,2.997164068,3.211046792,3.424929516,3.63881224
1.012,1.71532038,1.930655761,2.145991141,2.361326521,2.576661901,2.791997281,3.007332662,3.222668042,3.438003422,3.653338802
1.0121,1.715923206,1.931861412,2.147799619,2.363737825,2.579676031,2.795614237,3.011552443,3.227490649,3.443428855,3.659367062
1.0122,1.715673823,1.931362645,2.147051468,2.362740291,2.578429113,2.794117936,3.009806758,3.225495581,3.441184404,3.656873226
1.0123,1.714573214,1.929161428,2.143749642,2.358337856,2.572926069,2.787514283,3.002102497,3.216690711,3.431278925,3.645867139
1.0124,1.712625724,1.925266447,2.13790717,2.350547894,2.563188617,2.775829341,2.988470064,3.201110788,3.413751511,3.626392234
1.0125,1.709839037,1.919693075,2.129547112,2.339401149,2.549255186,2.759109223,2.968963261,3.178817298,3.388671335,3.598525372
1.0126,1.706224153,1.912463306,2.118702459,2.324941612,2.531180765,2.737419918,2.943659071,3.149898224,3.356137377,3.56237653
1.0127,1.701795337,1.903605674,2.105416011,2.307226348,2.509036686,2.710847023,2.91265736,3.114467697,3.316278034,3.518088371
1.0128,1.696570068,1.893155136,2.089740204,2.286325272,2.48291034,2.679495408,2.876080476,3.072665544,3.269250612,3.46583568
1.0129,1.690568968,1.881152935,2.071736902,2.26232087,2.452904837,2.643488804,2.834072772,3.024656739,3.215240706,3.405824674
1.013,1.683815719,1.867646438,2.051477157,2.235307876,2.419138595,2.602969314,2.786800033,2.970630751,3.15446147,3.338292189
1.0131,1.676336975,1.852688949,2.029040924,2.205392899,2.381744873,2.558096848,2.734448822,2.910800797,3.087152772,3.263504746
1.0132,1.66816225,1.836339499,2.004516749,2.172693999,2.340871248,2.509048498,2.677225748,2.845402997,3.013580247,3.181757497
1.0133,1.659323806,1.818662612,1.978001418,2.137340224,2.29667903,2.456017836,2.615356641,2.774695447,2.934034253,3.093373059
1.0134,1.649856525,1.799728049,1.949599574,2.099471099,2.249342624,2.399214148,2.549085673,2.698957198,2.848828722,2.998700247
1.0135,1.639797769,1.779610538,1.919423307,2.059236076,2.199048845,2.338861614,2.478674383,2.618487152,2.758299921,2.89811269
1.0136,1.629187236,1.758389473,1.887591709,2.016793945,2.145996181,2.275198418,2.404400654,2.53360289,2.662805126,2.792007363
1.0137,1.618066801,1.736148603,1.854230404,1.972312205,2.090394006,2.208475808,2.326557609,2.44463941,2.562721211,2.680803013
1.0138,1.606480352,1.712975703,1.819471054,1.925966406,2.032461757,2.138957108,2.24545246,2.351947811,2.458443162,2.564938514
1.0139,1.594473613,1.688962226,1.783450839,1.877939452,1.972428065,2.066916678,2.161405291,2.255893904,2.350382517,2.44487113
1.014,1.582093971,1.664202942,1.746311914,1.828420885,1.910529856,1.992638827,2.074747798,2.156856769,2.238965741,2.321074712
1.0141,1.569390283,1.638795566,1.708200848,1.777606131,1.847011414,1.916416697,1.98582198,2.055227262,2.124632545,2.194037828
1.0142,1.556412684,1.612840367,1.66926805,1.725695734,1.782123417,1.838551101,1.894978784,1.951406468,2.007834151,2.064261835
1.0143,1.54321239,1.58643978,1.62966717,1.672894559,1.716121949,1.759349339,1.802576729,1.845804119,1.889031509,1.932258898
1.0144,1.529841498,1.559697995,1.589554492,1.61941099,1.649267487,1.679123985,1.708980482,1.73883698,1.768693477,1.798549975
1.0145,1.516352775,1.53272055,1.549088325,1.565456101,1.581823876,1.598191651,1.614559426,1.630927201,1.647294976,1.663662751
1.0146,1.502799457,1.505613913,1.50842837,1.511242827,1.514057283,1.51687174,1.519686197,1.522500653,1.52531511,1.528129567
1.0147,1.489235031,1.478485062,1.467735093,1.456985123,1.446235154,1.435485185,1.424735216,1.413985247,1.403235277,1.392485308
1.0148,1.47571303,1.451441061,1.427169091,1.402897121,1.378625151,1.354353181,1.330081211,1.305809242,1.281537272,1.257265302
1.0149,1.46228682,1.42458864,1.38689046,1.34919228,1.3114941,1.27379592,1.23609774,1.19839956,1.16070138,1.1230032
1.015,1.449009387,1.398033775,1.347058162,1.296082549,1.245106936,1.194131323,1.143155711,1.092180098,1.041204485,0.990228872
1.0151,1.435933132,1.371881264,1.307829396,1.243777528,1.17972566,1.115673792,1.051621923,0.987570055,0.923518187,0.859466319
1.0152,1.42310966,1.34623432,1.26935898,1.19248364,1.1156083,1.038732961,0.961857621,0.884982281,0.808106941,0.731231601
1.0153,1.41058958,1.32119416,1.23179874,1.14240332,1.053007901,0.963612481,0.874217061,0.784821641,0.695426221,0.606030801
1.0154,1.398422303,1.296859606,1.195296909,1.093734212,0.992171515,0.890608818,0.789046121,0.687483424,0.585920727,0.48435803
1.0155,1.386655848,1.273326695,1.159997542,1.04666839,0.933339237,0.820010085,0.706680932,0.59335178,0.480022627,0.366693474
1.0156,1.37533665,1.250688301,1.126039951,1.001391601,0.876743252,0.752094902,0.627446552,0.502798202,0.378149853,0.253501503
1.0157,1.364509383,1.229033767,1.09355815,0.958082533,0.822606916,0.687131299,0.551655683,0.416180066,0.280704449,0.145228832
1.0158,1.354216777,1.208448553,1.06268033,0.916912106,0.771143883,0.625375659,0.479607436,0.333839212,0.188070989,0.042302765
1.0159,1.344499451,1.189013901,1.033528351,0.878042802,0.722557252,0.567071703,0.411586153,0.256100603,0.100615054,-0.054870496
1.016,1.335395755,1.17080651,1.006217264,0.841628019,0.677038774,0.512449529,0.347860283,0.183271038,0.018681793,-0.145907453
1.0161,1.326941618,1.153898235,0.980854853,0.807811471,0.634768088,0.461724706,0.288681323,0.115637941,-0.057405441,-0.230448824
1.0162,1.319170404,1.138355807,0.957541211,0.776726615,0.595912018,0.415097422,0.234282826,0.053468229,-0.127346367,-0.308160963
1.0163,1.312112782,1.124240565,0.936368347,0.748496129,0.560623912,0.372751694,0.184879476,-0.002992741,-0.190864959,-0.378737177
1.0164,1.305796607,1.111608214,0.91741982,0.723231427,0.529043034,0.334854641,0.140666248,-0.053522146,-0.247710539,-0.441898932
1.0165,1.300246804,1.100508608,0.900770413,0.701032217,0.501294021,0.301555825,0.101817629,-0.097920567,-0.297658763,-0.497396959
1.0166,1.295485277,1.090985554,0.886485831,0.681986108,0.477486384,0.272986661,0.068486938,-0.136012785,-0.340512508,-0.545012231
1.0167,1.291530817,1.083076633,0.87462245,0.666168267,0.457714083,0.2492599,0.040805716,-0.167648467,-0.376102651,-0.584556834
1.0168,1.28839903,1.07681306,0.865227089,0.653641119,0.442055149,0.230469179,0.018883208,-0.192702762,-0.404288732,-0.615874702
1.0169,1.286102276,1.072219552,0.858336828,0.644454104,0.43057138,0.216688657,0.002805933,-0.211076791,-0.424959515,-0.638842239
1.017,1.28464962,1.06931424,0.853978859,0.638643479,0.423308099,0.207972719,-0.007362661,-0.222698042,-0.438033422,-0.653368802
1.0171,1.284046794,1.068108588,0.852170382,0.636232176,0.420293969,0.204355763,-0.011582443,-0.227520649,-0.443458855,-0.659397061
1.0172,1.284296178,1.068607355,0.852918532,0.63722971,0.421540887,0.205852064,-0.009836758,-0.225525581,-0.441214403,-0.656903226
1.0173,1.285396786,1.070808572,0.856220359,0.641632145,0.427043931,0.212455717,-0.002132497,-0.216720711,-0.431308924,-0.645897138
1.0174,1.287344277,1.074703553,0.86206283,0.649422106,0.436781383,0.22414066,0.011499936,-0.201140787,-0.413781511,-0.626422234
1.0175,1.290130963,1.080276926,0.870422888,0.660568851,0.450714814,0.240860777,0.03100674,-0.178847298,-0.388701335,-0.598555372
1.0176,1.293745847,1.087506694,0.881267541,0.675028388,0.468789235,0.262550082,0.056310929,-0.149928224,-0.356167377,-0.56240653
1.0177,1.298174663,1.096364326,0.894553989,0.692743652,0.490933315,0.289122978,0.087312641,-0.114497696,-0.316308033,-0.518118371
1.0178,1.303399932,1.106814864,0.910229796,0.713644728,0.51705966,0.320474593,0.123889525,-0.072695543,-0.269280611,-0.465865679
1.0179,1.309401033,1.118817065,0.928233098,0.737649131,0.547065163,0.356481196,0.165897229,-0.024686739,-0.215270706,-0.405854673
1.018,1.316154281,1.132323562,0.948492843,0.764662124,0.580831406,0.397000687,0.213169968,0.029339249,-0.15449147,-0.338322189
1.0181,1.323633026,1.147281051,0.970929076,0.794577102,0.618225127,0.441873152,0.265521178,0.089169203,-0.087182771,-0.263534746
1.0182,1.331807751,1.163630501,0.995453251,0.827276002,0.659098752,0.490921502,0.322744253,0.154567003,-0.013610247,-0.181787496
1.0183,1.340646194,1.181307388,1.021968582,0.862629777,0.703290971,0.543952165,0.384613359,0.225274553,0.065935747,-0.093403059
1.0184,1.350113475,1.200241951,1.050370426,0.900498901,0.750627377,0.600755852,0.450884327,0.301012803,0.151141278,0.001269753
1.0185,1.360172231,1.220359462,1.080546693,0.940733924,0.800921155,0.661108386,0.521295617,0.381482848,0.241670079,0.10185731
1.0186,1.370782764,1.241580528,1.112378291,0.983176055,0.853973819,0.724771583,0.595569346,0.46636711,0.337164874,0.207962638
1.0187,1.381903199,1.263821398,1.145739596,1.027657795,0.909575994,0.791494193,0.673412391,0.55533059,0.437248789,0.319166988
1.0188,1.393489649,1.286994297,1.180498946,1.074003595,0.967508243,0.861012892,0.754517541,0.648022189,0.541526838,0.435031487
1.0189,1.405496387,1.311007774,1.216519161,1.122030548,1.027541935,0.933053322,0.83856471,0.744076097,0.649587484,0.555098871
1.019,1.417876029,1.335767058,1.253658087,1.171549116,1.089440144,1.007331173,0.925222202,0.843113231,0.76100426,0.678895289
1.0191,1.430579717,1.361174435,1.291769152,1.222363869,1.152958586,1.083553304,1.014148021,0.944742738,0.875337455,0.805932172
1.0192,1.443557317,1.387129633,1.33070195,1.274274266,1.217846583,1.1614189,1.104991216,1.048563533,0.992135849,0.935708166
1.0193,1.45675761,1.413530221,1.370302831,1.327075441,1.283848051,1.240620661,1.197393271,1.154165882,1.110938492,1.067711102
1.0194,1.470128503,1.440272005,1.410415508,1.38055901,1.350702513,1.320846015,1.290989518,1.261133021,1.231276523,1.201420026
1.0195,1.483617225,1.46724945,1.450881675,1.4345139,1.418146125,1.401778349,1.385410574,1.369042799,1.352675024,1.336307249
1.0196,1.497170544,1.494356087,1.49154163,1.488727174,1.485912717,1.48309826,1.480283804,1.477469347,1.47465489,1.471840434
1.0197,1.510734969,1.521484939,1.532234908,1.542984877,1.553734846,1.564484815,1.575234784,1.585984754,1.596734723,1.607484692
1.0198,1.52425697,1.54852894,1.57280091,1.597072879,1.621344849,1.645616819,1.669888789,1.694160759,1.718432728,1.742704698
1.0199,1.53768318,1.57538136,1.61307954,1.65077772,1.6884759,1.72617408,1.763872261,1.801570441,1.839268621,1.876966801
1.02,1.550960613,1.601936226,1.652911839,1.703887451,1.754863064,1.805838677,1.85681429,1.907789903,1.958765515,2.009741128
1.0201,1.564036868,1.628088736,1.692140604,1.756192473,1.820244341,1.884296209,1.948348077,2.012399945,2.076451813,2.140503681
1.0202,1.57686034,1.65373568,1.73061102,1.80748636,1.8843617,1.96123704,2.03811238,2.11498772,2.19186306,2.268738399
1.0203,1.58938042,1.67877584,1.76817126,1.85756668,1.9469621,2.03635752,2.12575294,2.215148359,2.304543779,2.393939199
1.0204,1.601547697,1.703110394,1.804673091,1.906235788,2.007798485,2.109361182,2.210923879,2.312486576,2.414049273,2.51561197
1.0205,1.613314153,1.726643305,1.839972458,1.95330161,2.066630763,2.179959916,2.293289068,2.406618221,2.519947373,2.633276526
1.0206,1.62463335,1.7492817,1.873930049,1.998578399,2.123226749,2.247875098,2.372523448,2.497171798,2.621820148,2.746468497
1.0207,1.635460617,1.770936234,1.90641185,2.041887467,2.177363084,2.312838701,2.448314318,2.583789934,2.719265551,2.854741168
1.0208,1.645753224,1.791521447,1.937289671,2.083057894,2.228826118,2.374594341,2.520362564,2.666130788,2.811899011,2.957667235
1.0209,1.65547055,1.810956099,1.966441649,2.121927198,2.277412748,2.432898298,2.588383847,2.743869397,2.899354946,3.054840496
1.021,1.664574245,1.829163491,1.993752736,2.158341981,2.322931226,2.487520472,2.652109717,2.816698962,2.981288208,3.145877453
