"Time [s]","DATAPAIRS1.VAL []"
0.0299999999999999,1
0.0300999999999999,1
0.0301999999999999,1
0.0302999999999999,1
0.0303999999999999,1
0.0304999999999999,1
0.0305999999999999,1
0.0306999999999999,1
0.0307999999999999,1
0.0308999999999999,1
0.0309999999999999,1
0.0310999999999999,1
0.0311999999999999,1
0.0312999999999999,1
0.0313999999999999,1
0.0314999999999999,1
0.0315999999999999,1
0.0316999999999999,1
0.0317999999999999,1
0.0318999999999999,1
0.0319999999999999,1
0.0320999999999999,1
0.0321999999999999,1
0.0322999999999999,1
0.0323999999999999,1
0.0324999999999999,1
0.0325999999999999,1
0.0326999999999999,1
0.0327999999999999,1
0.0328999999999999,1
0.0329999999999999,1
0.0330999999999999,1
0.0331999999999999,1
0.0332999999999999,1
0.0333999999999999,1
0.0334999999999999,1
0.0335999999999999,1
0.0336999999999999,1
0.0337999999999999,1
0.0338999999999999,1
0.0339999999999999,1
0.0340999999999999,1
0.0342,1
0.0343,1
0.0344,1
0.0345,1
0.0346,1
0.0347,1
0.0348,1
0.0349,1
0.035,1
0.0351,1
0.0352,1
0.0353,1
0.0354,1
0.0355,1
0.0356,1
0.0357,1
0.0358,1
0.0359,1
0.036,1
0.0361,1
0.0362,1
0.0363,1
0.0364,1
0.0365,1
0.0366,1
0.0367,1
0.0368,1
0.0369,1
0.037,1
0.0371,1
0.0372,1
0.0373,1
0.0374,1
0.0375,1
0.0376000000000001,1
0.0377000000000001,1
0.0378000000000001,1
0.0379000000000001,1
0.0380000000000001,1
0.0381000000000001,1
0.0382000000000001,1
0.0383000000000001,1
0.0384000000000001,1
0.0385000000000001,1
0.0386000000000001,1
0.0387000000000001,1
0.0388000000000001,1
0.0389000000000001,1
0.0390000000000001,1
0.0391000000000001,1
0.0392000000000001,1
0.0393000000000001,1
0.0394000000000001,1
0.0395000000000001,1
0.0396000000000001,1
0.0397000000000001,1
0.0398000000000001,1
0.0399000000000001,1
0.0400000000000001,1
0.0401000000000001,1
0.0402000000000001,1
0.0403000000000001,1
0.0404000000000001,1
0.0405000000000001,1
0.0406000000000001,1
0.0407000000000001,1
0.0408000000000001,1
0.0409000000000001,1
0.0410000000000001,1
0.0411000000000002,1
0.0412000000000002,1
0.0413000000000002,1
0.0414000000000002,1
0.0415000000000002,1
0.0416000000000002,1
0.0417000000000002,1
0.0418000000000002,1
0.0419000000000002,1
0.0420000000000002,1
0.0421000000000002,1
0.0422000000000002,1
0.0423000000000002,1
0.0424000000000002,1
0.0425000000000002,1
0.0426000000000002,1
0.0427000000000002,1
0.0428000000000002,1
0.0429000000000002,1
0.0430000000000002,1
0.0431000000000002,1
0.0432000000000002,1
0.0433000000000002,1
0.0434000000000002,1
0.0435000000000002,1
0.0436000000000002,1
0.0437000000000002,1
0.0438000000000002,1
0.0439000000000002,1
0.0440000000000002,1
0.0441000000000002,1
0.0442000000000002,1
0.0443000000000002,1
0.0444000000000002,1
0.0445000000000002,1
0.0446000000000003,1
0.0447000000000003,1
0.0448000000000003,1
0.0449000000000003,1
0.0450000000000003,1
0.0451000000000003,1
0.0452000000000003,1
0.0453000000000003,1
0.0454000000000003,1
0.0455000000000003,1
0.0456000000000003,1
0.0457000000000003,1
0.0458000000000003,1
0.0459000000000003,1
0.0460000000000003,1
0.0461000000000003,1
0.0462000000000003,1
0.0463000000000003,1
0.0464000000000003,1
0.0465000000000003,1
0.0466000000000003,1
0.0467000000000003,1
0.0468000000000003,1
0.0469000000000003,1
0.0470000000000003,1
0.0471000000000003,1
0.0472000000000003,1
0.0473000000000003,1
0.0474000000000003,1
0.0475000000000003,1
0.0476000000000003,1
0.0477000000000003,1
0.0478000000000003,1
0.0479000000000003,1
0.0480000000000003,1
0.0481000000000004,1
0.0482000000000004,1
0.0483000000000004,1
0.0484000000000004,1
0.0485000000000004,1
0.0486000000000004,1
0.0487000000000004,1
0.0488000000000004,1
0.0489000000000004,1
0.0490000000000004,1
0.0491000000000004,1
0.0492000000000004,1
0.0493000000000004,1
0.0494000000000004,1
0.0495000000000004,1
0.0496000000000004,1
0.0497000000000004,1
0.0498000000000004,1
0.0499000000000004,1
0.0500000000000004,1
0.0501000000000004,1
0.0502000000000004,1
0.0503000000000004,1
0.0504000000000004,1
0.0505000000000004,1
0.0506000000000004,1
0.0507000000000004,1
0.0508000000000004,1
0.0509000000000004,1
0.0510000000000004,1
0.0511000000000004,1
0.0512000000000004,1
0.0513000000000004,1
0.0514000000000004,1
0.0515000000000004,1
0.0516000000000005,1
0.0517000000000005,1
0.0518000000000005,1
0.0519000000000005,1
0.0520000000000005,1
0.0521000000000005,1
0.0522000000000005,1
0.0523000000000005,1
0.0524000000000005,1
0.0525000000000005,1
0.0526000000000005,1
0.0527000000000005,1
0.0528000000000005,1
0.0529000000000005,1
0.0530000000000005,1
0.0531000000000005,1
0.0532000000000005,1
0.0533000000000005,1
0.0534000000000005,1
0.0535000000000005,1
0.0536000000000005,1
0.0537000000000005,1
0.0538000000000005,1
0.0539000000000005,1
0.0540000000000005,1
0.0541000000000005,1
0.0542000000000005,1
0.0543000000000005,1
0.0544000000000005,1
0.0545000000000005,1
0.0546000000000005,1
0.0547000000000005,1
0.0548000000000005,1
0.0549000000000005,1
0.0550000000000005,1
0.0551000000000006,1
0.0552000000000006,1
0.0553000000000006,1
0.0554000000000006,1
0.0555000000000006,1
0.0556000000000006,1
0.0557000000000006,1
0.0558000000000006,1
0.0559000000000006,1
0.0560000000000006,1
0.0561000000000006,1
0.0562000000000006,1
0.0563000000000006,1
0.0564000000000006,1
0.0565000000000006,1
0.0566000000000006,1
0.0567000000000006,1
0.0568000000000006,1
0.0569000000000006,1
0.0570000000000006,1
0.0571000000000006,1
0.0572000000000006,1
0.0573000000000006,1
0.0574000000000006,1
0.0575000000000006,1
0.0576000000000006,1
0.0577000000000006,1
0.0578000000000006,1
0.0579000000000006,1
0.0580000000000006,1
0.0581000000000006,1
0.0582000000000006,1
0.0583000000000006,1
0.0584000000000006,1
0.0585000000000006,1
0.0586000000000007,1
0.0587000000000007,1
0.0588000000000007,1
0.0589000000000007,1
0.0590000000000007,1
0.0591000000000007,1
0.0592000000000007,1
0.0593000000000007,1
0.0594000000000007,1
0.0595000000000007,1
0.0596000000000007,1
0.0597000000000007,1
0.0598000000000007,1
0.0599000000000007,1
0.0600000000000007,1
0.0601000000000007,1
0.0602000000000007,1
0.0603000000000007,1
0.0604000000000007,1
0.0605000000000007,1
0.0606000000000007,1
0.0607000000000007,1
0.0608000000000007,1
0.0609000000000007,1
0.0610000000000007,1
0.0611000000000007,1
0.0612000000000007,1
0.0613000000000007,1
0.0614000000000007,1
0.0615000000000007,1
0.0616000000000007,1
0.0617000000000007,1
0.0618000000000007,1
0.0619000000000007,1
0.0620000000000007,1
0.0621000000000008,1
0.0622000000000008,1
0.0623000000000008,1
0.0624000000000008,1
0.0625000000000008,1
0.0626000000000008,1
0.0627000000000008,1
0.0628000000000008,1
0.0629000000000008,1
0.0630000000000008,1
0.0631000000000008,1
0.0632000000000008,1
0.0633000000000008,1
0.0634000000000008,1
0.0635000000000008,1
0.0636000000000008,1
0.0637000000000008,1
0.0638000000000008,1
0.0639000000000008,1
0.0640000000000008,1
0.0641000000000008,1
0.0642000000000008,1
0.0643000000000008,1
0.0644000000000008,1
0.0645000000000008,1
0.0646000000000008,1
0.0647000000000008,1
0.0648000000000008,1
0.0649000000000008,1
0.0650000000000008,1
0.0651000000000008,1
0.0652000000000008,1
0.0653000000000008,1
0.0654000000000008,1
0.0655000000000008,1
0.0656000000000009,1
0.0657000000000009,1
0.0658000000000009,1
0.0659000000000009,1
0.0660000000000009,1
0.0661000000000009,1
0.0662000000000009,1
0.0663000000000009,1
0.0664000000000009,1
0.0665000000000009,1
0.0666000000000009,1
0.0667000000000009,1
0.0668000000000009,1
0.0669000000000009,1
0.0670000000000009,1
0.0671000000000009,1
0.0672000000000009,1
0.0673000000000009,1
0.0674000000000009,1
0.0675000000000009,1
0.0676000000000009,1
0.0677000000000009,1
0.0678000000000009,1
0.0679000000000009,1
0.0680000000000009,1
0.0681000000000009,1
0.0682000000000009,1
0.0683000000000009,1
0.0684000000000009,1
0.0685000000000009,1
0.0686000000000009,1
0.0687000000000009,1
0.0688000000000009,1
0.0689000000000009,1
0.0690000000000009,1
0.069100000000001,1
0.069200000000001,1
0.069300000000001,1
0.069400000000001,1
0.069500000000001,1
0.069600000000001,1
0.069700000000001,1
0.069800000000001,1
0.069900000000001,1
0.070000000000001,1
0.070100000000001,1
0.070200000000001,1
0.070300000000001,1
0.070400000000001,1
0.070500000000001,1
0.070600000000001,1
0.070700000000001,1
0.070800000000001,1
0.070900000000001,1
0.071000000000001,1
0.071100000000001,1
0.071200000000001,1
0.071300000000001,1
0.071400000000001,1
0.071500000000001,1
0.071600000000001,1
0.071700000000001,1
0.071800000000001,1
0.071900000000001,1
0.072000000000001,1
0.072100000000001,1
0.072200000000001,1
0.072300000000001,1
0.072400000000001,1
0.072500000000001,1
0.0726000000000011,1
0.0727000000000011,1
0.0728000000000011,1
0.0729000000000011,1
0.0730000000000011,1
0.0731000000000011,1
0.0732000000000011,1
0.0733000000000011,1
0.0734000000000011,1
0.0735000000000011,1
0.0736000000000011,1
0.0737000000000011,1
0.0738000000000011,1
0.0739000000000011,1
0.0740000000000011,1
0.0741000000000011,1
0.0742000000000011,1
0.0743000000000011,1
0.0744000000000011,1
0.0745000000000011,1
0.0746000000000011,1
0.0747000000000011,1
0.0748000000000011,1
0.0749000000000011,1
0.0750000000000011,1
0.0751000000000011,1
0.0752000000000011,1
0.0753000000000011,1
0.0754000000000011,1
0.0755000000000011,1
0.0756000000000011,1
0.0757000000000011,1
0.0758000000000011,1
0.0759000000000011,1
0.0760000000000011,1
0.0761000000000012,1
0.0762000000000012,1
0.0763000000000012,1
0.0764000000000012,1
0.0765000000000012,1
0.0766000000000012,1
0.0767000000000012,1
0.0768000000000012,1
0.0769000000000012,1
0.0770000000000012,1
0.0771000000000012,1
0.0772000000000012,1
0.0773000000000012,1
0.0774000000000012,1
0.0775000000000012,1
0.0776000000000012,1
0.0777000000000012,1
0.0778000000000012,1
0.0779000000000012,1
0.0780000000000012,1
0.0781000000000012,1
0.0782000000000012,1
0.0783000000000012,1
0.0784000000000012,1
0.0785000000000012,1
0.0786000000000012,1
0.0787000000000012,1
0.0788000000000012,1
0.0789000000000012,1
0.0790000000000012,1
0.0791000000000012,1
0.0792000000000012,1
0.0793000000000012,1
0.0794000000000012,1
0.0795000000000013,1
0.0796000000000013,1
0.0797000000000013,1
0.0798000000000013,1
0.0799000000000013,1
0.0800000000000013,1
0.0801000000000013,1
0.0802000000000013,1
0.0803000000000013,1
0.0804000000000013,1
0.0805000000000013,1
0.0806000000000013,1
0.0807000000000013,1
0.0808000000000013,1
0.0809000000000013,1
0.0810000000000013,1
0.0811000000000013,1
0.0812000000000013,1
0.0813000000000013,1
0.0814000000000013,1
0.0815000000000013,1
0.0816000000000013,1
0.0817000000000013,1
0.0818000000000013,1
0.0819000000000013,1
0.0820000000000013,1
0.0821000000000013,1
0.0822000000000013,1
0.0823000000000013,1
0.0824000000000013,1
0.0825000000000013,1
0.0826000000000013,1
0.0827000000000013,1
0.0828000000000013,1
0.0829000000000013,1
0.0830000000000014,1
0.0831000000000014,1
0.0832000000000014,1
0.0833000000000014,1
0.0834000000000014,1
0.0835000000000014,1
0.0836000000000014,1
0.0837000000000014,1
0.0838000000000014,1
0.0839000000000014,1
0.0840000000000014,1
0.0841000000000014,1
0.0842000000000014,1
0.0843000000000014,1
0.0844000000000014,1
0.0845000000000014,1
0.0846000000000014,1
0.0847000000000014,1
0.0848000000000014,1
0.0849000000000014,1
0.0850000000000014,1
0.0851000000000014,1
0.0852000000000014,1
0.0853000000000014,1
0.0854000000000014,1
0.0855000000000014,1
0.0856000000000014,1
0.0857000000000014,1
0.0858000000000014,1
0.0859000000000014,1
0.0860000000000014,1
0.0861000000000014,1
0.0862000000000014,1
0.0863000000000014,1
0.0864000000000014,1
0.0865000000000015,1
0.0866000000000015,1
0.0867000000000015,1
0.0868000000000015,1
0.0869000000000015,1
0.0870000000000015,1
0.0871000000000015,1
0.0872000000000015,1
0.0873000000000015,1
0.0874000000000015,1
0.0875000000000015,1
0.0876000000000015,1
0.0877000000000015,1
0.0878000000000015,1
0.0879000000000015,1
0.0880000000000015,1
0.0881000000000015,1
0.0882000000000015,1
0.0883000000000015,1
0.0884000000000015,1
0.0885000000000015,1
0.0886000000000015,1
0.0887000000000015,1
0.0888000000000015,1
0.0889000000000015,1
0.0890000000000015,1
0.0891000000000015,1
0.0892000000000015,1
0.0893000000000015,1
0.0894000000000015,1
0.0895000000000015,1
0.0896000000000015,1
0.0897000000000015,1
0.0898000000000015,1
0.0899000000000015,1
0.0900000000000016,1
0.0901000000000016,1
0.0902000000000016,1
0.0903000000000016,1
0.0904000000000016,1
0.0905000000000016,1
0.0906000000000016,1
0.0907000000000016,1
0.0908000000000016,1
0.0909000000000016,1
0.0910000000000016,1
0.0911000000000016,1
0.0912000000000016,1
0.0913000000000016,1
0.0914000000000016,1
0.0915000000000016,1
0.0916000000000016,1
0.0917000000000016,1
0.0918000000000016,1
0.0919000000000016,1
0.0920000000000016,1
0.0921000000000016,1
0.0922000000000016,1
0.0923000000000016,1
0.0924000000000016,1
0.0925000000000016,1
0.0926000000000016,1
0.0927000000000016,1
0.0928000000000016,1
0.0929000000000016,1
0.0930000000000016,1
0.0931000000000016,1
0.0932000000000016,1
0.0933000000000016,1
0.0934000000000016,1
0.0935000000000017,1
0.0936000000000017,1
0.0937000000000017,1
0.0938000000000017,1
0.0939000000000017,1
0.0940000000000017,1
0.0941000000000017,1
0.0942000000000017,1
0.0943000000000017,1
0.0944000000000017,1
0.0945000000000017,1
0.0946000000000017,1
0.0947000000000017,1
0.0948000000000017,1
0.0949000000000017,1
0.0950000000000017,1
0.0951000000000017,1
0.0952000000000017,1
0.0953000000000017,1
0.0954000000000017,1
0.0955000000000017,1
0.0956000000000017,1
0.0957000000000017,1
0.0958000000000017,1
0.0959000000000017,1
0.0960000000000017,1
0.0961000000000017,1
0.0962000000000017,1
0.0963000000000017,1
0.0964000000000017,1
0.0965000000000017,1
0.0966000000000017,1
0.0967000000000017,1
0.0968000000000017,1
0.0969000000000017,1
0.0970000000000018,1
0.0971000000000018,1
0.0972000000000018,1
0.0973000000000018,1
0.0974000000000018,1
0.0975000000000018,1
0.0976000000000018,1
0.0977000000000018,1
0.0978000000000018,1
0.0979000000000018,1
0.0980000000000018,1
0.0981000000000018,1
0.0982000000000018,1
0.0983000000000018,1
0.0984000000000018,1
0.0985000000000018,1
0.0986000000000018,1
0.0987000000000018,1
0.0988000000000018,1
0.0989000000000018,1
0.0990000000000018,1
0.0991000000000018,1
0.0992000000000018,1
0.0993000000000018,1
0.0994000000000018,1
0.0995000000000018,1
0.0996000000000018,1
0.0997000000000018,1
0.0998000000000018,1
0.0999000000000018,1
0.100000000000002,1
0.100100000000002,1
0.100200000000002,1
0.100300000000002,1
0.100400000000002,1
0.100500000000002,1
0.100600000000002,1
0.100700000000002,1
0.100800000000002,1
0.100900000000002,1
0.101000000000002,1
0.101100000000002,1
0.101200000000002,1
0.101300000000002,1
0.101400000000002,1
0.101500000000002,1
0.101600000000002,1
0.101700000000002,1
0.101800000000002,1
0.101900000000002,1
0.102000000000002,1
0.102100000000002,1
0.102200000000002,1
0.102300000000002,1
0.102400000000002,1
0.102500000000002,1
0.102600000000002,1
0.102700000000002,1
0.102800000000002,1
0.102900000000002,1
0.103000000000002,1
0.103100000000002,1
0.103200000000002,1
0.103300000000002,1
0.103400000000002,1
0.103500000000002,1
0.103600000000002,1
0.103700000000002,1
0.103800000000002,1
0.103900000000002,1
0.104000000000002,1
0.104100000000002,1
0.104200000000002,1
0.104300000000002,1
0.104400000000002,1
0.104500000000002,1
0.104600000000002,1
0.104700000000002,1
0.104800000000002,1
0.104900000000002,1
0.105000000000002,1
0.105100000000002,1
0.105200000000002,1
0.105300000000002,1
0.105400000000002,1
0.105500000000002,1
0.105600000000002,1
0.105700000000002,1
0.105800000000002,1
0.105900000000002,1
0.106000000000002,1
0.106100000000002,1
0.106200000000002,1
0.106300000000002,1
0.106400000000002,1
0.106500000000002,1
0.106600000000002,1
0.106700000000002,1
0.106800000000002,1
0.106900000000002,1
0.107000000000002,1
0.107100000000002,1
0.107200000000002,1
0.107300000000002,1
0.107400000000002,1
0.107500000000002,1
0.107600000000002,1
0.107700000000002,1
0.107800000000002,1
0.107900000000002,1
0.108000000000002,1
0.108100000000002,1
0.108200000000002,1
0.108300000000002,1
0.108400000000002,1
0.108500000000002,1
0.108600000000002,1
0.108700000000002,1
0.108800000000002,1
0.108900000000002,1
0.109000000000002,1
0.109100000000002,1
0.109200000000002,1
0.109300000000002,1
0.109400000000002,1
0.109500000000002,1
0.109600000000002,1
0.109700000000002,1
0.109800000000002,1
0.109900000000002,1
0.110000000000002,1
0.110100000000002,1
0.110200000000002,1
0.110300000000002,1
0.110400000000002,1
0.110500000000002,1
0.110600000000002,1
0.110700000000002,1
0.110800000000002,1
0.110900000000002,1
0.111000000000002,1
0.111100000000002,1
0.111200000000002,1
0.111300000000002,1
0.111400000000002,1
0.111500000000002,1
0.111600000000002,1
0.111700000000002,1
0.111800000000002,1
0.111900000000002,1
0.112000000000002,1
0.112100000000002,1
0.112200000000002,1
0.112300000000002,1
0.112400000000002,1
0.112500000000002,1
0.112600000000002,1
0.112700000000002,1
0.112800000000002,1
0.112900000000002,1
0.113000000000002,1
0.113100000000002,1
0.113200000000002,1
0.113300000000002,1
0.113400000000002,1
0.113500000000002,1
0.113600000000002,1
0.113700000000002,1
0.113800000000002,1
0.113900000000002,1
0.114000000000002,1
0.114100000000002,1
0.114200000000002,1
0.114300000000002,1
0.114400000000002,1
0.114500000000002,1
0.114600000000002,1
0.114700000000002,1
0.114800000000002,1
0.114900000000002,1
0.115000000000002,1
0.115100000000002,1
0.115200000000002,1
0.115300000000002,1
0.115400000000002,1
0.115500000000002,1
0.115600000000002,1
0.115700000000002,1
0.115800000000002,1
0.115900000000002,1
0.116000000000002,1
0.116100000000002,1
0.116200000000002,1
0.116300000000002,1
0.116400000000002,1
0.116500000000002,1
0.116600000000002,1
0.116700000000002,1
0.116800000000002,1
0.116900000000002,1
0.117000000000002,1
0.117100000000002,1
0.117200000000002,1
0.117300000000002,1
0.117400000000002,1
0.117500000000002,1
0.117600000000002,1
0.117700000000002,1
0.117800000000002,1
0.117900000000002,1
0.118000000000002,1
0.118100000000002,1
0.118200000000002,1
0.118300000000002,1
0.118400000000002,1
0.118500000000002,1
0.118600000000002,1
0.118700000000002,1
0.118800000000002,1
0.118900000000002,1
0.119000000000002,1
0.119100000000002,1
0.119200000000002,1
0.119300000000002,1
0.119400000000002,1
0.119500000000002,1
0.119600000000002,1
0.119700000000002,1
0.119800000000002,1
0.119900000000002,1
0.120000000000002,1
0.120100000000002,1
0.120200000000002,1
0.120300000000002,1
0.120400000000002,1
0.120500000000002,1
0.120600000000002,1
0.120700000000002,1
0.120800000000002,1
0.120900000000002,1
0.121000000000002,1
0.121100000000002,1
0.121200000000002,1
0.121300000000002,1
0.121400000000002,1
0.121500000000002,1
0.121600000000002,1
0.121700000000002,1
0.121800000000002,1
0.121900000000002,1
0.122000000000002,1
0.122100000000002,1
0.122200000000002,1
0.122300000000002,1
0.122400000000002,1
0.122500000000002,1
0.122600000000002,1
0.122700000000002,1
0.122800000000002,1
0.122900000000002,1
0.123000000000002,1
0.123100000000002,1
0.123200000000003,1
0.123300000000003,1
0.123400000000003,1
0.123500000000003,1
0.123600000000003,1
0.123700000000003,1
0.123800000000003,1
0.123900000000003,1
0.124000000000003,1
0.124100000000003,1
0.124200000000003,1
0.124300000000003,1
0.124400000000003,1
0.124500000000003,1
0.124600000000003,1
0.124700000000003,1
0.124800000000003,1
0.124900000000003,1
0.125000000000003,1
0.125100000000003,1
0.125200000000003,1
0.125300000000003,1
0.125400000000003,1
0.125500000000002,1
0.125600000000002,1
0.125700000000002,1
0.125800000000002,1
0.125900000000002,1
0.126000000000002,1
0.126100000000002,1
0.126200000000002,1
0.126300000000002,1
0.126400000000002,1
0.126500000000002,1
0.126600000000002,1
0.126700000000002,1
0.126800000000002,1
0.126900000000002,1
0.127000000000002,1
0.127100000000002,1
0.127200000000002,1
0.127300000000002,1
0.127400000000002,1
0.127500000000002,1
0.127600000000002,1
0.127700000000002,1
0.127800000000002,1
0.127900000000002,1
0.128000000000002,1
0.128100000000002,1
0.128200000000002,1
0.128300000000002,1
0.128400000000002,1
0.128500000000002,1
0.128600000000002,1
0.128700000000002,1
0.128800000000002,1
0.128900000000002,1
0.129000000000002,1
0.129100000000002,1
0.129200000000002,1
0.129300000000002,1
0.129400000000002,1
0.129500000000002,1
0.129600000000002,1
0.129700000000002,1
0.129800000000002,1
0.129900000000002,1
0.130000000000002,1
0.130100000000002,1
0.130200000000002,1
0.130300000000002,1
0.130400000000002,1
0.130500000000002,1
0.130600000000002,1
0.130700000000002,1
0.130800000000002,1
0.130900000000002,1
0.131000000000002,1
0.131100000000002,1
0.131200000000002,1
0.131300000000002,1
0.131400000000002,1
0.131500000000002,1
0.131600000000002,1
0.131700000000002,1
0.131800000000002,1
0.131900000000002,1
0.132000000000002,1
0.132100000000002,1
0.132200000000002,1
0.132300000000002,1
0.132400000000002,1
0.132500000000002,1
0.132600000000002,1
0.132700000000002,1
0.132800000000002,1
0.132900000000002,1
0.133000000000002,1
0.133100000000002,1
0.133200000000002,1
0.133300000000002,1
0.133400000000002,1
0.133500000000002,1
0.133600000000002,1
0.133700000000002,1
0.133800000000002,1
0.133900000000002,1
0.134000000000002,1
0.134100000000002,1
0.134200000000002,1
0.134300000000002,1
0.134400000000002,1
0.134500000000002,1
0.134600000000001,1
0.134700000000001,1
0.134800000000001,1
0.134900000000001,1
0.135000000000001,1
0.135100000000001,1
0.135200000000001,1
0.135300000000001,1
0.135400000000001,1
0.135500000000001,1
0.135600000000001,1
0.135700000000001,1
0.135800000000001,1
0.135900000000001,1
0.136000000000001,1
0.136100000000001,1
0.136200000000001,1
0.136300000000001,1
0.136400000000001,1
0.136500000000001,1
0.136600000000001,1
0.136700000000001,1
0.136800000000001,1
0.136900000000001,1
0.137000000000001,1
0.137100000000001,1
0.137200000000001,1
0.137300000000001,1
0.137400000000001,1
0.137500000000001,1
0.137600000000001,1
0.137700000000001,1
